Ticker,Date,Headline,Article,Type
COKE,11172016,Swire Pacific in talks to buy Coca-Cola bottling assets in China - Bloomberg ,Nov 17 Hong Kong conglomerate Swire Pacific Ltd  is in talks to buy Coca-Cola Co's bottling assets in China from Cofco Corp's China Foods Ltd  unit  Bloomberg reported.,normal
COKE,10262016,UPDATE 1-Kirin  Japan Coca-Cola bottlers talk distribution deal  capital tie-up ,* Kirin says in talks for cooperation in distribution  procurement,topStory
COKE,10262016,CORRECTED-Japan's Coca-Cola  Kirin plan tie-up to cut costs - Nikkei ,Oct 26 The Coca-Cola group in Japan and brewer Kirin Holdings Co Ltd are near a deal for an operational and capital partnership amid intense price competition in the Japanese soft-drink market  the Nikkei reported.,normal
COKE,10262016,Kirin  Japan's Coca-Cola bottlers discussing possible capital tie-up ,TOKYO  Oct 26 Japanese beverage company Kirin Holdings said it is in talks with Japan's two Coca-Cola bottling companies  Coca-Cola East Japan and Coca-Cola West  about a possible capital tie-up.,normal
COKE,10142016,BRIEF-Coca Cola Bottling Co Consolidated sets quarterly dividend of $0.25/share ,* Sets quarterly dividend of $0.25 per share  Source text for Eikon:  Further company coverage:,topStory
COKE,08092016,BRIEF-Coca Cola Bottling qtrly sales $840.4 mln vs $614.7 mln ,* Coca cola bottling co consolidated qtrly consolidated basic net income per share $1.68,topStory
COKE,07152016,BRIEF-Coca Cola Bottling Co sets quarterly dividend of $0.25 per share ,* Sets quarterly dividend of $0.25 per share  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom; +1 646 223 8780),topStory
COKE,07052016,BRIEF-Coca Cola Bottling Co Consolidated  Coca-Cola Co and Coca-Cola Refreshments USA enter into an agreement ,* On June 29  Co  Coca-Cola Company and Coca-Cola Refreshments USA Inc entered into an agreement - SEC filing,topStory
COKE,06092016,BRIEF-Coca Cola Bottling entered term loan agreement with JPMorgan Chase Bank - SEC filing ,* On June 7  2016  co entered into term loan agreement with JPMorgan Chase Bank - SEC filing,topStory
COKE,05252016,Mexico's Arca signs letter of intent with Coca-Cola bottling franchise in U.S. ,MEXICO CITY Mexican bottling company Arca Continental  said on Wednesday it had signed a letter of intent with the Coca-Cola Company and Coca-Cola Bottling Company UNITED to operate the Coca-Cola franchise in parts of the United States.,topStory
COKE,05252016,Mexico's Arca signs letter of intent with Coca-Cola bottling franchise in U.S. ,MEXICO CITY  May 25 Mexican bottling company Arca Continental said on Wednesday it had signed a letter of intent with the Coca-Cola Company and Coca-Cola Bottling Company UNITED to operate the Coca-Cola franchise in parts of the United States.    (Reporting by Gabriela Lopez; Editing by Sandra Maler),normal
COKE,05102016,BRIEF-Coca Cola Bottling Co consolidated Q1 non-gaap earnings per share $0.67 ,* Cola bottling co. Consolidated reports first quarter 2016 results,topStory
COKE,04152016,BRIEF-Coca Cola Bottling Co Consolidated sets qtrly dividend of $0.25/shr ,* Sets quarterly dividend of $0.25 per share  Source text for Eikon:  Further company coverage:,topStory
COKE,04142016,BRIEF-S&P - Coca-Cola Bottling Co Consolidated ratings affirmed on additional territory expansion ,* Coca-Cola Bottling Co Consolidated ratings affirmed on additional territory expansion; outlook stable,topStory
COKE,04082016,BRIEF-Coca Cola Bottling Co says it entered into a master services agreement with Cona Services ,* Co entered into a master services agreement with cona services llc - sec filing,topStory
COKE,04082016,BRIEF-Coca Cola Bottling and Coca-Cola Company entered into 2016 incidence pricing letter agreement ,* On april 6  2016  co  coca-cola company entered into 2016 incidence pricing letter agreement - sec filing,normal
COKE,03302016,BRIEF-Coca Cola Bottling Co Consolidated CEO J. Frank Harrison III's 2015 compensation $8.2 mln - SEC filing ,* CEO J. Frank Harrison  III's 2015 total compensation was $8.2 million versus $7.7 million in 2014 - SEC filing,topStory
